Sales Register-Itemwise
Date Range: ,From 15/12/2025 to 15/12/2025
Category: ,"All"
Sub Category: ,"All"
Product: ,"All"
UOM: ,"BASE UOM"
DS Type: ,"All"
Salesman: ,"All"
Beat: ,"All"
TL: ,"All"
Transaction Type: ,"All"
"Cagetory","Sub Category","Market SKU","Item Code","Item Name","Batch","PKD","Expiry","UOM","Invoice Qty","Sales Return Qty","MRP Per Pack","Goods Value","Gross Amount","Total Discount","Tax Group Amount","Total","HSNCode","Invoice No.","Sales Return","Invoice / SR  Date","Outlet ID","Outlet Name","Channel Type","Outlet Type","Loyalty Program","RCS ID","UID","DS Id","DS Name","DS Type","Beat","TL Id","TL Name","TL Type"
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1341.4800","58.5200","1692.5472","3034.0272","24022090","I/25-26/055243","","15/12/2025","347CG2017-52","COUNTER - JH-1","Retail","Convenience Outlet","Retail Others","180601702712","C20220003219027","34730","DS SANJAY JHA","Convenience Ds CDM","CON SJHA CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size FIlter","GFSPSTRDSFT10-VAR3","3473","GF SUP ST FT V3-NPCT1 NS 10BE_3473","571250086V","29/11/2025","01/01/2099","M_S","1.0000","0.0000","59.0000","2392.6300","2292.6181","100.0119","2832.5639","5125.1820","24022030","I/25-26/055244","","15/12/2025","347CG2017-469","COUNTER - SD-1","Retail","Convenience Outlet","Retail Others","180601583727","C20220004278813","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLFLKBT10","3049","CLASSIC BT FIRMFT NB -CC 10 BE_3049","5H6250039V","27/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1341.4800","58.5200","1692.5472","3034.0272","24022090","I/25-26/055244","","15/12/2025","347CG2017-469","COUNTER - SD-1","Retail","Convenience Outlet","Retail Others","180601583727","C20220004278813","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTK10","3756","GFK RED NBUNDLE+NPCT1 10RC_3756","5H1250185W","09/12/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1341.4800","58.5200","1692.5472","3034.0272","24022090","I/25-26/055244","","15/12/2025","347CG2017-469","COUNTER - SD-1","Retail","Convenience Outlet","Retail Others","180601583727","C20220004278813","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","0.6000","0.0000","170.0000","4200.0000","4024.4400","175.5600","5077.6416","9102.0816","24022090","I/25-26/055244","","15/12/2025","347CG2017-469","COUNTER - SD-1","Retail","Convenience Outlet","Retail Others","180601583727","C20220004278813","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFKMIXPOD10","3371","GFK MIXPOD FTK 10BE_3371","7I1250033V","17/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1281.3200","1227.7608","53.5592","1619.7669","2847.5277","24022090","I/25-26/055244","","15/12/2025","347CG2017-469","COUNTER - SD-1","Retail","Convenience Outlet","Retail Others","180601583727","C20220004278813","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Super Kings","CLASSICCONNECTFK20","3692","CLASSIC CONNECT FTK 20RC-10M_3692","7J6250246V-1-2304028","27/11/2025","01/01/2099","M_S","1.0000","0.0000","300.0000","5093.1600","4880.2659","212.8941","7293.3701","12173.6360","24022090","I/25-26/055244","","15/12/2025","347CG2017-469","COUNTER - SD-1","Retail","Convenience Outlet","Retail Others","180601583727","C20220004278813","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","1.2000","0.0000","100.0000","5326.0080","5119.3589","206.6491","4985.7883","10105.1472","24022040","I/25-26/055245","","15/12/2025","347CG2017-30.","COUNTER - SD-2","Retail","Convenience Outlet","Retail Others","180601703479","C20220002704795","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","1.5000","0.0000","95.0000","6657.5100","6399.1986","258.3114","6232.2355","12631.4341","24022040","I/25-26/055245","","15/12/2025","347CG2017-30.","COUNTER - SD-2","Retail","Convenience Outlet","Retail Others","180601703479","C20220002704795","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMINTSWITCH10","3521","GOLDFLAKE PRM MINT SW-NPCT10BE_3521","5B2250374V","21/11/2025","01/01/2099","M_S","0.2000","0.0000","95.0000","887.6680","853.2265","34.4415","830.9647","1684.1912","24022040","I/25-26/055245","","15/12/2025","347CG2017-30.","COUNTER - SD-2","Retail","Convenience Outlet","Retail Others","180601703479","C20220002704795","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","2.5000","0.0000","95.0000","11095.8500","10665.3310","430.5190","10387.0592","21052.3902","24022040","I/25-26/055245","","15/12/2025","347CG2017-30.","COUNTER - SD-2","Retail","Convenience Outlet","Retail Others","180601703479","C20220002704795","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFTBL10","3523","GOLDFLAKE PRMBLUEFT 10BE-NPCT_3523","5B6250021V","18/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055245","","15/12/2025","347CG2017-30.","COUNTER - SD-2","Retail","Convenience Outlet","Retail Others","180601703479","C20220002704795","34729","DS SANDEEP GUPTA","Convenience Ds CDM","CON SANDEEP CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","0.2000","0.0000","100.0000","887.6680","853.2265","34.4415","830.9647","1684.1912","24022040","I/25-26/055246","","15/12/2025","347CG2017-56","COUNTER - JH -2","Retail","Convenience Outlet","Retail Others","180601690926","C20220002090119","34730","DS SANJAY JHA","Convenience Ds CDM","CON SJHA CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055246","","15/12/2025","347CG2017-56","COUNTER - JH -2","Retail","Convenience Outlet","Retail Others","180601690926","C20220002090119","34730","DS SANJAY JHA","Convenience Ds CDM","CON SJHA CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMINTSWITCH10","3521","GOLDFLAKE PRM MINT SW-NPCT10BE_3521","5B2250374V","21/11/2025","01/01/2099","M_S","0.3000","0.0000","95.0000","1331.5020","1279.8397","51.6623","1246.4472","2526.2869","24022040","I/25-26/055246","","15/12/2025","347CG2017-56","COUNTER - JH -2","Retail","Convenience Outlet","Retail Others","180601690926","C20220002090119","34730","DS SANJAY JHA","Convenience Ds CDM","CON SJHA CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055246","","15/12/2025","347CG2017-56","COUNTER - JH -2","Retail","Convenience Outlet","Retail Others","180601690926","C20220002090119","34730","DS SANJAY JHA","Convenience Ds CDM","CON SJHA CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","10.0000","0.0000","95.0000","44383.4000","42661.3241","1722.0759","41548.2370","84209.5611","24022040","I/25-26/055247","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","10.0000","0.0000","95.0000","44383.4000","42661.3241","1722.0759","41548.2370","84209.5611","24022040","I/25-26/055248","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","10.0000","0.0000","95.0000","44383.4000","42661.3241","1722.0759","41548.2370","84209.5611","24022040","I/25-26/055249","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","10.0000","0.0000","100.0000","44383.4000","42661.3241","1722.0759","41548.2370","84209.5611","24022040","I/25-26/055250","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","2.0000","0.0000","100.0000","8876.6800","8532.2648","344.4152","8309.6474","16841.9122","24022040","I/25-26/055251","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","2.0000","0.0000","95.0000","8876.6800","8532.2648","344.4152","8309.6474","16841.9122","24022040","I/25-26/055251","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","4.0000","0.0000","95.0000","17753.3600","17064.5296","688.8304","16619.2947","33683.8243","24022040","I/25-26/055251","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","10.0000","0.0000","95.0000","44383.4000","42661.3241","1722.0759","41548.2370","84209.5611","24022040","I/25-26/055252","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size Filter","BRSPLDSFT10","3731","BRISTOL SPL FT NPCT-10BE-FFT_3731","591250058V","21/11/2025","01/01/2099","M_S","0.5000","0.0000","70.0000","1625.5650","1562.4931","63.0719","1553.6227","3116.1158","24022030","I/25-26/055253","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","4.0000","0.0000","100.0000","17753.3600","17064.5296","688.8304","16619.2947","33683.8243","24022040","I/25-26/055253","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMINTSWITCH10","3521","GOLDFLAKE PRM MINT SW-NPCT10BE_3521","5B2250374V","21/11/2025","01/01/2099","M_S","2.5000","0.0000","95.0000","11095.8500","10665.3310","430.5190","10387.0592","21052.3902","24022040","I/25-26/055253","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size FIlter","GFSPSTRDSFT10-VAR3","3473","GF SUP ST FT V3-NPCT1 NS 10BE_3473","571250086V","29/11/2025","01/01/2099","M_S","2.5000","0.0000","59.0000","5981.5750","5731.5452","250.0298","7081.4099","12812.9551","24022030","I/25-26/055254","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size FIlter","GFSPSTRDSFT10-VAR3","3473","GF SUP ST FT V3-NPCT1 NS 10BE_3473","571250088W","10/12/2025","01/01/2099","M_S","2.0000","0.0000","59.0000","4785.2600","4585.2361","200.0239","5665.1280","10250.3641","24022030","I/25-26/055254","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTK10","3756","GFK RED NBUNDLE+NPCT1 10RC_3756","5H1250185W","09/12/2025","01/01/2099","M_S","0.8000","0.0000","170.0000","5600.0000","5365.9200","234.0800","6770.1888","12136.1088","24022090","I/25-26/055254","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","KING SIZE","GFFTKBLUE10","3787","GFK BLUE NBUNDLE+NPCT1-PI 10BE_3787","5H3250088V","30/11/2025","01/01/2099","M_S","2.0000","0.0000","170.0000","14000.0000","13414.8000","585.2000","16925.4720","30340.2720","24022090","I/25-26/055254","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","10.0000","0.0000","95.0000","44383.4000","42661.3241","1722.0759","41548.2370","84209.5611","24022040","I/25-26/055255","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","10.0000","0.0000","95.0000","44383.4000","42661.3241","1722.0759","41548.2370","84209.5611","24022040","I/25-26/055256","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","7.0000","0.0000","95.0000","31068.3800","29862.9269","1205.4531","29083.7659","58946.6928","24022040","I/25-26/055257","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFTBL10","3523","GOLDFLAKE PRMBLUEFT 10BE-NPCT_3523","5B6250021V","18/11/2025","01/01/2099","M_S","3.0000","0.0000","95.0000","13315.0200","12798.3972","516.6228","12464.4711","25262.8683","24022040","I/25-26/055257","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLASSICICEBURST10","3043","CLASSIC ICE BURST 10M -CC 10BE_3043","569250050V-1-1602315","28/11/2025","01/01/2099","M_S","0.4000","0.0000","170.0000","2556.1840","2449.3355","106.8485","3235.5748","5684.9103","24022090","I/25-26/055258","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","King Size","CLFLKBT10","3049","CLASSIC BT FIRMFT NB -CC 10 BE_3049","5H6250039V","27/11/2025","01/01/2099","M_S","0.2000","0.0000","170.0000","1400.0000","1341.4800","58.5200","1692.5472","3034.0272","24022090","I/25-26/055258","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Super Kings","CLASSICCONNECTFK20","3692","CLASSIC CONNECT FTK 20RC-10M_3692","7J6250246V-1-2304028","27/11/2025","01/01/2099","M_S","0.6000","0.0000","300.0000","3055.8960","2928.1595","127.7365","4376.0220","7304.1815","24022090","I/25-26/055258","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","Delux size Filter","BRSPLDSFT10","3731","BRISTOL SPL FT NPCT-10BE-FFT_3731","591250058V","21/11/2025","01/01/2099","M_S","0.5000","0.0000","70.0000","1625.5650","1562.4931","63.0719","1553.6227","3116.1158","24022030","I/25-26/055259","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFINDIEMINTFT10","3585","GF INDIE MINT 10BE-MD1-12M-V2_3585","7B2250810V","19/11/2025","01/01/2099","M_S","0.8000","0.0000","100.0000","3550.6720","3412.9059","137.7661","3323.8589","6736.7648","24022040","I/25-26/055259","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMBLUEFRSHMINT10","1748","GF PRM BLUE FRESH MINT 10BE-NS_1748","5B2250380V","27/11/2025","01/01/2099","M_S","1.0000","0.0000","95.0000","4438.3400","4266.1324","172.2076","4154.8236","8420.9560","24022040","I/25-26/055259","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPMINTSWITCH10","3521","GOLDFLAKE PRM MINT SW-NPCT10BE_3521","5B2250374V","21/11/2025","01/01/2099","M_S","0.5000","0.0000","95.0000","2219.1700","2133.0662","86.1038","2077.4119","4210.4781","24022040","I/25-26/055259","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
"01 CIGARETTE","REGULAR SIZE","GFPRFT10","3607","GFLAKE PRM FT 10BE NPCT-FFT2_3607","7B2250779U-2-160216","05/11/2025","01/01/2099","M_S","3.5000","0.0000","95.0000","15534.1900","14931.4634","602.7266","14541.8830","29473.3464","24022040","I/25-26/055259","","15/12/2025","347126","COUNTER-R","Retail","Convenience Outlet","Retail Others","181202913616","C20220004545406","34733","SACHIN SWD CG","Town Wholesale Tobacco Ds","SWD CG","347TL22","TL not Mapped",""
